,Lat,Long,prec,Date,Site_ID,tmin,tmax
421,-3.25,-59.75,413.5,2011-02-01,69,23.0,30.0
422,-3.25,-59.75,276.21,2011-03-01,69,24.0,30.0
423,-3.25,-59.75,459.24,2011-04-01,69,24.0,30.0
424,-3.25,-59.75,231.51,2011-05-01,69,24.0,30.0
425,-3.25,-59.75,114.42,2011-06-01,69,24.88,31.44
426,-3.25,-59.75,32.11,2011-07-01,69,24.12,32.0
427,-3.25,-59.75,64.59,2011-08-01,69,25.0,33.12
428,-3.25,-59.75,45.23,2011-09-01,69,24.12,33.12
429,-3.25,-59.75,205.55,2011-10-01,69,24.62,33.0
430,-3.25,-59.75,211.87,2011-11-01,69,24.0,32.0
431,-3.25,-59.75,222.38,2011-12-01,69,24.0,32.0
432,-3.25,-59.75,364.35,2012-01-01,69,24.0,30.0
433,-3.25,-59.75,291.3,2012-02-01,69,23.19,29.0
434,-3.25,-59.75,252.53,2012-03-01,69,24.0,30.0
435,-3.25,-59.75,144.58,2012-04-01,69,24.0,30.0
436,-3.25,-59.75,136.89,2012-05-01,69,24.0,31.0
437,-3.25,-59.75,78.12,2012-06-01,69,24.0,31.88
438,-3.25,-59.75,93.69,2012-07-01,69,24.0,31.0
439,-3.25,-59.75,38.78,2012-08-01,69,24.0,33.0
440,-3.25,-59.75,81.45,2012-09-01,69,25.0,33.0
441,-3.25,-59.75,161.78,2012-10-01,69,25.0,33.19
442,-3.25,-59.75,199.31,2012-11-01,69,25.0,33.38
443,-3.25,-59.75,273.46,2012-12-01,69,24.0,31.0
444,-3.25,-59.75,278.86,2013-01-01,69,24.0,31.0
445,-3.25,-59.75,271.12,2013-02-01,69,24.0,30.0
446,-3.25,-59.75,412.41,2013-03-01,69,24.0,31.0
447,-3.25,-59.75,344.62,2013-04-01,69,24.0,31.0
448,-3.25,-59.75,256.22,2013-05-01,69,24.0,31.0
449,-3.25,-59.75,61.53,2013-06-01,69,24.94,32.0
450,-3.25,-59.75,158.16,2013-07-01,69,24.0,31.0
451,-3.25,-59.75,75.94,2013-08-01,69,24.25,32.0
452,-3.25,-59.75,115.82,2013-09-01,69,25.0,33.0
453,-3.25,-59.75,181.71,2013-10-01,69,25.0,33.0
454,-3.25,-59.75,240.7,2013-11-01,69,24.0,31.81
455,-3.25,-59.75,129.18,2013-12-01,69,25.0,32.0
456,-3.25,-59.75,225.21,2014-01-01,69,24.0,31.0
457,-3.25,-59.75,265.77,2014-02-01,69,23.94,30.0
458,-3.25,-59.75,415.91,2014-03-01,69,24.0,30.0
459,-3.25,-59.75,225.69,2014-04-01,69,24.75,31.0
460,-3.25,-59.75,382.31,2014-05-01,69,25.0,31.0
461,-3.25,-59.75,201.92,2014-06-01,69,25.0,31.44
462,-3.25,-59.75,81.12,2014-07-01,69,24.0,32.0
463,-3.25,-59.75,48.27,2014-08-01,69,24.12,33.0
464,-3.25,-59.75,62.84,2014-09-01,69,25.0,35.0
465,-3.25,-59.75,186.21,2014-10-01,69,24.0,33.0
466,-3.25,-59.75,191.63,2014-11-01,69,25.0,32.0
467,-3.25,-59.75,143.91,2014-12-01,69,25.0,32.38
468,-3.25,-59.75,272.04,2015-01-01,69,24.0,31.0
469,-3.25,-59.75,228.14,2015-02-01,69,24.0,31.0
470,-3.25,-59.75,362.26,2015-03-01,69,24.0,30.0
471,-3.25,-59.75,212.34,2015-04-01,69,24.0,31.0
472,-3.25,-59.75,294.49,2015-05-01,69,24.0,31.0
473,-3.25,-59.75,92.31,2015-06-01,69,24.88,32.0
474,-3.25,-59.75,52.67,2015-07-01,69,24.62,32.06
475,-3.25,-59.75,12.12,2015-08-01,69,25.0,34.0
476,-3.25,-59.75,14.16,2015-09-01,69,26.0,35.0
477,-3.25,-59.75,27.92,2015-10-01,69,25.0,34.0
478,-3.25,-59.75,68.54,2015-11-01,69,25.0,34.0
479,-3.25,-59.75,123.88,2015-12-01,69,24.0,32.0
480,-3.25,-59.75,149.69,2016-01-01,69,25.0,32.0
481,-3.25,-59.75,215.81,2016-02-01,69,23.0,30.0
482,-3.25,-59.75,284.21,2016-03-01,69,25.0,31.0
483,-3.25,-59.75,277.78,2016-04-01,69,25.0,31.81
484,-3.25,-59.75,117.22,2016-05-01,69,25.0,31.94
485,-3.25,-59.75,104.02,2016-06-01,69,24.0,32.0
486,-3.25,-59.75,99.59,2016-07-01,69,24.12,32.94
487,-3.25,-59.75,55.36,2016-08-01,69,24.62,33.0
488,-3.25,-59.75,110.47,2016-09-01,69,24.0,32.0
489,-3.25,-59.75,160.31,2016-10-01,69,24.0,33.0
490,-3.25,-59.75,175.72,2016-11-01,69,25.0,33.0
491,-3.25,-59.75,492.53,2016-12-01,69,24.0,31.0
492,-3.25,-59.75,385.73,2017-01-01,69,23.88,31.0
493,-3.25,-59.75,256.94,2017-02-01,69,24.0,30.0
494,-3.25,-59.75,235.15,2017-03-01,69,24.0,30.62
495,-3.25,-59.75,313.28,2017-04-01,69,24.0,31.0
496,-3.25,-59.75,134.15,2017-05-01,69,24.0,32.0
497,-3.25,-59.75,133.77,2017-06-01,69,25.0,32.0
498,-3.25,-59.75,74.06,2017-07-01,69,24.0,32.5
499,-3.25,-59.75,29.18,2017-08-01,69,23.0,31.62
500,-3.25,-59.75,161.47,2017-09-01,69,25.0,33.0
501,-3.25,-59.75,155.79,2017-10-01,69,24.12,33.0
502,-3.25,-59.75,177.42,2017-11-01,69,25.0,33.0
503,-3.25,-59.75,484.95,2017-12-01,69,24.0,31.0
504,-3.25,-59.75,208.47,2018-01-01,69,23.38,31.0
505,-3.25,-59.75,321.56,2018-02-01,69,24.0,30.88
506,-3.25,-59.75,228.39,2018-03-01,69,24.12,31.0
507,-3.25,-59.75,263.54,2018-04-01,69,24.0,30.0
508,-3.25,-59.75,180.32,2018-05-01,69,24.0,30.12
509,-3.25,-59.75,196.56,2018-06-01,69,24.0,31.0
510,-3.25,-59.75,55.52,2018-07-01,69,24.0,32.0
511,-3.25,-59.75,56.54,2018-08-01,69,24.94,33.0
512,-3.25,-59.75,80.44,2018-09-01,69,25.0,34.0
513,-3.25,-59.75,61.49,2018-10-01,69,23.0,32.0
514,-3.25,-59.75,136.87,2018-11-01,69,25.0,33.0
515,-3.25,-59.75,335.11,2018-12-01,69,23.0,30.0
516,-3.25,-59.75,269.44,2019-01-01,69,24.0,31.0
517,-3.25,-59.75,336.89,2019-02-01,69,25.0,30.0
518,-3.25,-59.75,379.79,2019-03-01,69,25.0,31.62
519,-3.25,-59.75,253.61,2019-04-01,69,25.0,31.0
520,-3.25,-59.75,305.91,2019-05-01,69,25.0,30.0
521,-3.25,-59.75,64.57,2019-06-01,69,25.0,31.0
522,-3.25,-59.75,119.66,2019-07-01,69,24.5,31.0
523,-3.25,-59.75,54.49,2019-08-01,69,25.0,33.0
524,-3.25,-59.75,182.87,2019-09-01,69,25.0,33.0
525,-3.25,-59.75,249.46,2019-10-01,69,24.12,32.0
526,-3.25,-59.75,152.84,2019-11-01,69,25.0,32.0
527,-3.25,-59.75,209.52,2019-12-01,69,25.0,31.0
528,-2.25,-61.25,366.36,2000-01-01,78,22.0,30.0
529,-2.25,-61.25,264.69,2000-02-01,78,22.0,30.0
530,-2.25,-61.25,290.09,2000-03-01,78,22.38,30.0
531,-2.25,-61.25,455.74,2000-04-01,78,22.0,30.0
532,-2.25,-61.25,314.41,2000-05-01,78,23.0,31.0
533,-2.25,-61.25,120.17,2000-06-01,78,23.0,30.0
534,-2.25,-61.25,135.01,2000-07-01,78,22.0,30.0
535,-2.25,-61.25,147.56,2000-08-01,78,22.0,32.0
536,-2.25,-61.25,239.44,2000-09-01,78,22.0,32.0
537,-2.25,-61.25,99.62,2000-10-01,78,23.0,32.0
538,-2.25,-61.25,163.86,2000-11-01,78,23.0,32.0
539,-2.25,-61.25,161.21,2000-12-01,78,23.0,32.0
540,-2.25,-61.25,327.12,2001-01-01,78,22.0,30.0
541,-2.25,-61.25,190.92,2001-02-01,78,22.19,30.19
542,-2.25,-61.25,277.5,2001-03-01,78,23.0,31.0
543,-2.25,-61.25,255.1,2001-04-01,78,23.0,30.12
544,-2.25,-61.25,260.46,2001-05-01,78,23.0,31.0
545,-2.25,-61.25,220.29,2001-06-01,78,22.0,30.0
546,-2.25,-61.25,96.46,2001-07-01,78,22.0,31.0
547,-2.25,-61.25,52.11,2001-08-01,78,23.0,33.0
548,-2.25,-61.25,151.64,2001-09-01,78,22.0,32.25
549,-2.25,-61.25,73.53,2001-10-01,78,23.0,33.0
550,-2.25,-61.25,171.61,2001-11-01,78,23.0,33.0
551,-2.25,-61.25,233.26,2001-12-01,78,24.0,32.0
552,-2.25,-61.25,279.31,2002-01-01,78,23.0,31.31
553,-2.25,-61.25,236.02,2002-02-01,78,23.0,31.0
554,-2.25,-61.25,285.04,2002-03-01,78,23.0,30.5
555,-2.25,-61.25,384.08,2002-04-01,78,23.0,30.0
556,-2.25,-61.25,370.64,2002-05-01,78,23.0,30.0
557,-2.25,-61.25,259.93,2002-06-01,78,22.25,30.0
558,-2.25,-61.25,69.2,2002-07-01,78,23.0,31.12
559,-2.25,-61.25,77.02,2002-08-01,78,23.0,32.0
560,-2.25,-61.25,123.51,2002-09-01,78,23.0,33.0
561,-2.25,-61.25,214.29,2002-10-01,78,23.0,33.0
562,-2.25,-61.25,108.61,2002-11-01,78,23.0,32.0
563,-2.25,-61.25,242.55,2002-12-01,78,23.19,31.0
564,-2.25,-61.25,126.41,2003-01-01,78,24.0,32.0
565,-2.25,-61.25,242.75,2003-02-01,78,24.0,31.0
566,-2.25,-61.25,228.99,2003-03-01,78,23.38,31.0
567,-2.25,-61.25,377.58,2003-04-01,78,23.38,30.0
568,-2.25,-61.25,342.23,2003-05-01,78,23.0,30.0
569,-2.25,-61.25,190.28,2003-06-01,78,23.0,30.0
570,-2.25,-61.25,127.92,2003-07-01,78,23.0,31.0
571,-2.25,-61.25,192.35,2003-08-01,78,23.0,31.0
572,-2.25,-61.25,103.87,2003-09-01,78,22.44,31.0
573,-2.25,-61.25,127.07,2003-10-01,78,23.0,32.0
574,-2.25,-61.25,119.44,2003-11-01,78,23.0,32.0
575,-2.25,-61.25,102.22,2003-12-01,78,23.0,32.0
576,-2.25,-61.25,179.06,2004-01-01,78,24.0,31.0
577,-2.25,-61.25,212.25,2004-02-01,78,23.0,31.0
578,-2.25,-61.25,356.77,2004-03-01,78,24.0,30.0
579,-2.25,-61.25,328.4,2004-04-01,78,24.0,30.44
580,-2.25,-61.25,388.62,2004-05-01,78,23.0,30.0
581,-2.25,-61.25,172.69,2004-06-01,78,23.0,30.0
582,-2.25,-61.25,134.72,2004-07-01,78,23.0,30.0
583,-2.25,-61.25,184.35,2004-08-01,78,23.0,31.0
584,-2.25,-61.25,129.42,2004-09-01,78,23.0,31.0
585,-2.25,-61.25,97.66,2004-10-01,78,23.88,32.0
586,-2.25,-61.25,82.69,2004-11-01,78,24.0,32.0
587,-2.25,-61.25,150.5,2004-12-01,78,23.0,32.0
588,-2.25,-61.25,216.5,2005-01-01,78,24.0,31.0
589,-2.25,-61.25,360.46,2005-02-01,78,24.0,30.0
590,-2.25,-61.25,331.32,2005-03-01,78,24.0,30.0
591,-2.25,-61.25,405.71,2005-04-01,78,24.0,30.0
592,-2.25,-61.25,368.12,2005-05-01,78,24.0,31.0
593,-2.25,-61.25,139.23,2005-06-01,78,23.0,31.0
594,-2.25,-61.25,92.05,2005-07-01,78,23.0,31.0
595,-2.25,-61.25,49.51,2005-08-01,78,23.0,32.0
596,-2.25,-61.25,112.16,2005-09-01,78,23.0,32.0
597,-2.25,-61.25,113.19,2005-10-01,78,23.0,33.0
598,-2.25,-61.25,168.08,2005-11-01,78,24.0,32.0
599,-2.25,-61.25,334.11,2005-12-01,78,23.0,31.0
600,-2.25,-61.25,273.99,2006-01-01,78,24.0,30.0
601,-2.25,-61.25,350.73,2006-02-01,78,23.94,30.0
602,-2.25,-61.25,281.14,2006-03-01,78,22.0,31.0
603,-2.25,-61.25,268.08,2006-04-01,78,23.0,30.0
604,-2.25,-61.25,382.18,2006-05-01,78,23.0,29.0
605,-2.25,-61.25,170.26,2006-06-01,78,23.0,30.06
606,-2.25,-61.25,120.51,2006-07-01,78,23.0,31.0
607,-2.25,-61.25,54.9,2006-08-01,78,23.0,32.0
608,-2.25,-61.25,87.09,2006-09-01,78,23.0,33.0
609,-2.25,-61.25,95.51,2006-10-01,78,24.0,33.0
610,-2.25,-61.25,223.48,2006-11-01,78,23.0,31.0
611,-2.25,-61.25,220.19,2006-12-01,78,23.0,32.0
612,-2.25,-61.25,306.71,2007-01-01,78,24.0,31.0
613,-2.25,-61.25,140.27,2007-02-01,78,24.0,32.0
614,-2.25,-61.25,347.14,2007-03-01,78,23.0,30.06
615,-2.25,-61.25,347.34,2007-04-01,78,23.0,30.0
616,-2.25,-61.25,244.41,2007-05-01,78,23.0,30.0
617,-2.25,-61.25,149.24,2007-06-01,78,23.0,31.0
618,-2.25,-61.25,139.08,2007-07-01,78,23.0,31.0
619,-2.25,-61.25,171.64,2007-08-01,78,23.0,31.0
620,-2.25,-61.25,106.12,2007-09-01,78,23.0,32.0
621,-2.25,-61.25,75.15,2007-10-01,78,23.0,32.0
622,-2.25,-61.25,188.92,2007-11-01,78,23.0,32.0
623,-2.25,-61.25,357.04,2007-12-01,78,22.19,31.0
624,-2.25,-61.25,345.39,2008-01-01,78,23.0,30.0
625,-2.25,-61.25,311.31,2008-02-01,78,23.0,30.0
626,-2.25,-61.25,375.98,2008-03-01,78,22.38,31.0
627,-2.25,-61.25,364.11,2008-04-01,78,23.0,30.06
628,-2.25,-61.25,336.0,2008-05-01,78,23.0,29.0
629,-2.25,-61.25,220.08,2008-06-01,78,23.0,30.0
630,-2.25,-61.25,114.32,2008-07-01,78,23.0,31.0
631,-2.25,-61.25,77.61,2008-08-01,78,23.0,32.0
632,-2.25,-61.25,112.84,2008-09-01,78,23.0,32.0
633,-2.25,-61.25,165.34,2008-10-01,78,23.0,31.06
634,-2.25,-61.25,171.53,2008-11-01,78,23.0,31.0
635,-2.25,-61.25,422.08,2008-12-01,78,23.0,31.0
636,-2.25,-61.25,326.61,2009-01-01,78,23.0,30.0
637,-2.25,-61.25,368.23,2009-02-01,78,23.0,30.0
638,-2.25,-61.25,349.89,2009-03-01,78,23.0,30.06
639,-2.25,-61.25,327.76,2009-04-01,78,23.0,31.0
640,-2.25,-61.25,188.75,2009-05-01,78,23.0,30.0
641,-2.25,-61.25,276.11,2009-06-01,78,23.0,30.0
642,-2.25,-61.25,96.68,2009-07-01,78,23.0,31.12
643,-2.25,-61.25,74.26,2009-08-01,78,24.0,32.0
644,-2.25,-61.25,51.05,2009-09-01,78,24.0,33.0
645,-2.25,-61.25,97.11,2009-10-01,78,24.0,33.0
646,-2.25,-61.25,150.73,2009-11-01,78,24.0,33.0
647,-2.25,-61.25,210.48,2009-12-01,78,24.0,31.06
648,-2.25,-61.25,288.33,2020-01-01,78,24.0,32.0
649,-2.25,-61.25,165.49,2020-02-01,78,24.19,32.0
650,-2.25,-61.25,326.01,2020-03-01,78,25.0,32.0
651,-2.25,-61.25,337.82,2020-04-01,78,24.0,30.0
652,-2.25,-61.25,384.68,2020-05-01,78,24.0,30.0
653,-2.25,-61.25,244.62,2020-06-01,78,24.0,31.0
654,-2.25,-61.25,90.59,2020-07-01,78,23.38,31.0
655,-2.25,-61.25,57.96,2020-08-01,78,24.0,32.0
656,-2.25,-61.25,194.81,2020-09-01,78,24.0,33.0
657,-2.25,-61.25,139.86,2020-10-01,78,23.0,32.0
658,-2.25,-61.25,295.28,2020-11-01,78,24.0,31.0
659,-2.25,-61.25,441.28,2020-12-01,78,23.0,31.75
660,-2.25,-61.25,264.16,2021-01-01,78,23.0,30.0
661,-2.25,-61.25,242.89,2021-02-01,78,23.94,31.25
662,-2.25,-61.25,450.69,2021-03-01,78,23.0,30.0
663,-2.25,-61.25,329.98,2021-04-01,78,24.0,30.0
664,-2.25,-61.25,267.26,2021-05-01,78,24.0,30.0
665,-2.25,-61.25,289.49,2021-06-01,78,24.0,30.06
666,-2.25,-61.25,172.61,2021-07-01,78,24.0,30.0
667,-2.25,-61.25,205.01,2021-08-01,78,24.0,32.0
668,-2.25,-61.25,88.18,2021-09-01,78,23.0,32.0
669,-2.25,-61.25,170.16,2021-10-01,78,24.0,32.0
670,-2.25,-61.25,228.22,2021-11-01,78,24.0,31.0
671,-2.25,-61.25,194.06,2021-12-01,78,24.0,30.0
672,-2.25,-61.25,231.61,2010-01-01,78,24.0,32.0
673,-2.25,-61.25,269.26,2010-02-01,78,24.0,31.0
674,-2.25,-61.25,237.78,2010-03-01,78,24.0,31.56
675,-2.25,-61.25,413.86,2010-04-01,78,24.0,30.0
676,-2.25,-61.25,233.96,2010-05-01,78,24.0,31.0
677,-2.25,-61.25,159.39,2010-06-01,78,23.0,31.0
678,-2.25,-61.25,121.37,2010-07-01,78,23.0,31.0
679,-2.25,-61.25,75.67,2010-08-01,78,23.25,32.0
680,-2.25,-61.25,69.68,2010-09-01,78,24.0,33.0
681,-2.25,-61.25,127.48,2010-10-01,78,23.0,33.0
682,-2.25,-61.25,157.44,2010-11-01,78,23.0,32.0
683,-2.25,-61.25,251.71,2010-12-01,78,23.0,31.75
684,-2.25,-61.25,250.75,2011-01-01,78,23.0,30.0
685,-2.25,-61.25,406.99,2011-02-01,78,23.0,30.0
686,-2.25,-61.25,274.12,2011-03-01,78,23.0,30.0
687,-2.25,-61.25,401.8,2011-04-01,78,23.0,30.0
688,-2.25,-61.25,279.65,2011-05-01,78,24.0,30.0
689,-2.25,-61.25,156.05,2011-06-01,78,24.0,31.0
690,-2.25,-61.25,79.12,2011-07-01,78,24.0,31.12
691,-2.25,-61.25,89.09,2011-08-01,78,24.0,33.0
692,-2.25,-61.25,102.64,2011-09-01,78,23.0,33.0
693,-2.25,-61.25,175.2,2011-10-01,78,24.0,32.0
694,-2.25,-61.25,175.58,2011-11-01,78,24.0,31.0
695,-2.25,-61.25,183.57,2011-12-01,78,23.25,32.0
696,-2.25,-61.25,363.98,2012-01-01,78,23.0,30.0
697,-2.25,-61.25,376.3,2012-02-01,78,23.0,29.0
698,-2.25,-61.25,259.31,2012-03-01,78,23.0,30.0
699,-2.25,-61.25,306.28,2012-04-01,78,23.38,30.0
700,-2.25,-61.25,224.16,2012-05-01,78,23.0,30.0
701,-2.25,-61.25,132.38,2012-06-01,78,23.0,31.0
702,-2.25,-61.25,135.68,2012-07-01,78,23.0,31.0
703,-2.25,-61.25,83.52,2012-08-01,78,23.0,32.0
704,-2.25,-61.25,119.03,2012-09-01,78,23.0,32.0
705,-2.25,-61.25,171.13,2012-10-01,78,24.0,33.0
706,-2.25,-61.25,195.3,2012-11-01,78,24.0,33.0
707,-2.25,-61.25,270.53,2012-12-01,78,23.0,31.0
708,-2.25,-61.25,227.49,2013-01-01,78,24.0,31.0
709,-2.25,-61.25,403.49,2013-02-01,78,23.0,30.0
710,-2.25,-61.25,321.64,2013-03-01,78,24.0,31.0
711,-2.25,-61.25,365.31,2013-04-01,78,24.0,31.0
712,-2.25,-61.25,312.41,2013-05-01,78,23.31,31.0
713,-2.25,-61.25,132.82,2013-06-01,78,24.0,31.0
714,-2.25,-61.25,175.14,2013-07-01,78,23.0,31.0
715,-2.25,-61.25,120.84,2013-08-01,78,23.0,31.0
716,-2.25,-61.25,155.42,2013-09-01,78,24.0,32.0
717,-2.25,-61.25,179.08,2013-10-01,78,24.0,32.06
718,-2.25,-61.25,223.08,2013-11-01,78,24.0,31.0
719,-2.25,-61.25,105.79,2013-12-01,78,24.0,32.0
720,-2.25,-61.25,257.17,2014-01-01,78,24.0,31.0
721,-2.25,-61.25,285.38,2014-02-01,78,23.0,30.0
722,-2.25,-61.25,356.31,2014-03-01,78,24.0,30.0
723,-2.25,-61.25,264.45,2014-04-01,78,24.0,31.0
724,-2.25,-61.25,288.75,2014-05-01,78,24.0,30.0
725,-2.25,-61.25,174.22,2014-06-01,78,24.0,31.0
726,-2.25,-61.25,88.51,2014-07-01,78,23.0,31.0
727,-2.25,-61.25,87.96,2014-08-01,78,23.0,32.0
728,-2.25,-61.25,60.68,2014-09-01,78,24.0,34.0
729,-2.25,-61.25,200.14,2014-10-01,78,23.0,32.0
730,-2.25,-61.25,185.22,2014-11-01,78,24.0,32.0
731,-2.25,-61.25,156.8,2014-12-01,78,24.0,32.0
732,-2.25,-61.25,268.54,2015-01-01,78,23.0,31.0
733,-2.25,-61.25,161.64,2015-02-01,78,23.94,31.19
734,-2.25,-61.25,296.21,2015-03-01,78,23.0,30.06
735,-2.25,-61.25,329.01,2015-04-01,78,24.0,31.0
736,-2.25,-61.25,308.08,2015-05-01,78,24.0,30.06
737,-2.25,-61.25,128.29,2015-06-01,78,24.0,31.0
738,-2.25,-61.25,62.91,2015-07-01,78,24.0,32.0
739,-2.25,-61.25,39.39,2015-08-01,78,24.0,33.0
740,-2.25,-61.25,34.31,2015-09-01,78,25.0,34.44
741,-2.25,-61.25,45.79,2015-10-01,78,24.0,33.0
742,-2.25,-61.25,79.01,2015-11-01,78,24.0,33.0
743,-2.25,-61.25,111.34,2015-12-01,78,24.0,32.0
744,-2.25,-61.25,111.29,2016-01-01,78,24.06,32.0
745,-2.25,-61.25,167.39,2016-02-01,78,22.25,30.0
746,-2.25,-61.25,204.21,2016-03-01,78,24.0,31.0
747,-2.25,-61.25,222.92,2016-04-01,78,23.62,31.56
748,-2.25,-61.25,121.88,2016-05-01,78,24.0,31.0
749,-2.25,-61.25,100.66,2016-06-01,78,23.0,31.06
750,-2.25,-61.25,104.04,2016-07-01,78,23.0,32.0
751,-2.25,-61.25,78.38,2016-08-01,78,23.0,32.19
752,-2.25,-61.25,123.41,2016-09-01,78,23.0,32.0
753,-2.25,-61.25,117.45,2016-10-01,78,23.0,32.0
754,-2.25,-61.25,114.16,2016-11-01,78,24.0,33.0
755,-2.25,-61.25,305.33,2016-12-01,78,23.0,30.06
756,-2.25,-61.25,256.26,2017-01-01,78,23.0,31.0
757,-2.25,-61.25,243.56,2017-02-01,78,23.0,31.0
758,-2.25,-61.25,189.5,2017-03-01,78,23.0,31.0
759,-2.25,-61.25,307.12,2017-04-01,78,23.0,31.0
760,-2.25,-61.25,181.33,2017-05-01,78,23.0,32.0
761,-2.25,-61.25,145.39,2017-06-01,78,23.0,32.0
762,-2.25,-61.25,80.61,2017-07-01,78,23.0,32.0
763,-2.25,-61.25,53.09,2017-08-01,78,22.0,31.0
764,-2.25,-61.25,160.75,2017-09-01,78,24.0,32.0
765,-2.25,-61.25,117.43,2017-10-01,78,23.0,32.0
766,-2.25,-61.25,133.06,2017-11-01,78,24.0,32.0
767,-2.25,-61.25,279.11,2017-12-01,78,24.0,31.0
768,-2.25,-61.25,231.52,2018-01-01,78,23.0,31.0
769,-2.25,-61.25,192.48,2018-02-01,78,24.0,31.0
770,-2.25,-61.25,224.06,2018-03-01,78,24.0,31.06
771,-2.25,-61.25,427.8,2018-04-01,78,23.0,30.0
772,-2.25,-61.25,257.09,2018-05-01,78,23.0,30.0
773,-2.25,-61.25,221.71,2018-06-01,78,23.0,31.0
774,-2.25,-61.25,125.43,2018-07-01,78,23.0,31.0
775,-2.25,-61.25,67.88,2018-08-01,78,23.0,32.0
776,-2.25,-61.25,121.06,2018-09-01,78,24.0,33.0
777,-2.25,-61.25,69.55,2018-10-01,78,22.0,31.12
778,-2.25,-61.25,170.91,2018-11-01,78,24.0,32.0
779,-2.25,-61.25,322.52,2018-12-01,78,23.0,30.75
780,-2.25,-61.25,325.08,2019-01-01,78,23.0,31.0
781,-2.25,-61.25,253.44,2019-02-01,78,24.0,31.0
782,-2.25,-61.25,346.92,2019-03-01,78,24.0,32.0
783,-2.25,-61.25,359.09,2019-04-01,78,24.0,31.0
784,-2.25,-61.25,345.66,2019-05-01,78,24.0,30.0
785,-2.25,-61.25,142.44,2019-06-01,78,24.0,31.0
786,-2.25,-61.25,137.22,2019-07-01,78,24.0,31.0
787,-2.25,-61.25,80.16,2019-08-01,78,24.0,32.0
788,-2.25,-61.25,195.61,2019-09-01,78,24.0,32.0
789,-2.25,-61.25,212.45,2019-10-01,78,23.0,31.06
790,-2.25,-61.25,199.66,2019-11-01,78,24.0,31.0
791,-2.25,-61.25,297.91,2019-12-01,78,24.0,31.0
792,-2.25,-59.75,312.49,2000-01-01,79,22.0,30.0
793,-2.25,-59.75,278.98,2000-02-01,79,22.0,30.0
794,-2.25,-59.75,346.19,2000-03-01,79,22.31,29.88
795,-2.25,-59.75,498.84,2000-04-01,79,22.0,30.0
796,-2.25,-59.75,286.33,2000-05-01,79,23.0,31.0
797,-2.25,-59.75,94.88,2000-06-01,79,23.0,30.31
798,-2.25,-59.75,86.59,2000-07-01,79,22.0,30.25
799,-2.25,-59.75,196.14,2000-08-01,79,22.38,32.0
800,-2.25,-59.75,222.05,2000-09-01,79,23.0,32.0
801,-2.25,-59.75,89.57,2000-10-01,79,23.0,32.0
802,-2.25,-59.75,130.51,2000-11-01,79,23.75,32.0
803,-2.25,-59.75,133.36,2000-12-01,79,23.0,32.0
804,-2.25,-59.75,323.88,2001-01-01,79,22.0,30.0
805,-2.25,-59.75,211.91,2001-02-01,79,22.62,30.0
806,-2.25,-59.75,261.06,2001-03-01,79,23.0,30.5
807,-2.25,-59.75,264.16,2001-04-01,79,23.0,30.0
808,-2.25,-59.75,287.48,2001-05-01,79,23.0,31.0
809,-2.25,-59.75,225.31,2001-06-01,79,22.0,30.0
810,-2.25,-59.75,84.74,2001-07-01,79,22.0,30.69
811,-2.25,-59.75,48.99,2001-08-01,79,23.0,33.0
812,-2.25,-59.75,110.57,2001-09-01,79,23.0,33.0
813,-2.25,-59.75,77.52,2001-10-01,79,24.0,33.44
814,-2.25,-59.75,186.9,2001-11-01,79,24.0,33.0
815,-2.25,-59.75,172.14,2001-12-01,79,24.0,32.0
816,-2.25,-59.75,291.62,2002-01-01,79,23.0,31.0
817,-2.25,-59.75,216.01,2002-02-01,79,23.0,30.5
818,-2.25,-59.75,229.39,2002-03-01,79,23.0,30.0
819,-2.25,-59.75,416.57,2002-04-01,79,23.0,30.0
820,-2.25,-59.75,338.04,2002-05-01,79,23.0,30.0
821,-2.25,-59.75,233.45,2002-06-01,79,23.0,30.31
822,-2.25,-59.75,23.01,2002-07-01,79,23.0,32.0
823,-2.25,-59.75,68.72,2002-08-01,79,23.0,32.06
824,-2.25,-59.75,64.54,2002-09-01,79,23.06,33.25
825,-2.25,-59.75,201.91,2002-10-01,79,24.0,33.0
826,-2.25,-59.75,72.78,2002-11-01,79,23.06,32.06
827,-2.25,-59.75,239.88,2002-12-01,79,23.69,31.0
828,-2.25,-59.75,121.54,2003-01-01,79,24.0,31.44
829,-2.25,-59.75,275.01,2003-02-01,79,24.0,30.5
830,-2.25,-59.75,218.38,2003-03-01,79,23.0,30.19
831,-2.25,-59.75,441.08,2003-04-01,79,23.0,30.0
832,-2.25,-59.75,270.48,2003-05-01,79,23.0,30.12
833,-2.25,-59.75,161.16,2003-06-01,79,23.0,31.0
834,-2.25,-59.75,140.01,2003-07-01,79,22.12,31.0
835,-2.25,-59.75,203.19,2003-08-01,79,23.0,31.06
836,-2.25,-59.75,83.26,2003-09-01,79,23.0,32.0
837,-2.25,-59.75,105.12,2003-10-01,79,24.0,32.0
838,-2.25,-59.75,113.83,2003-11-01,79,23.88,32.0
839,-2.25,-59.75,79.14,2003-12-01,79,23.69,31.88
840,-2.25,-59.75,155.63,2004-01-01,79,24.0,31.0
841,-2.25,-59.75,147.21,2004-02-01,79,23.12,30.0
842,-2.25,-59.75,390.81,2004-03-01,79,24.0,30.0
843,-2.25,-59.75,263.51,2004-04-01,79,24.0,30.0
